FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
23029,ME,Washington,915,12596,23576,37087,77.22,76.67,77.72
23031,ME,York,1412,13908,30852,46172,80.15,79.84,80.45
24001,MD,Allegany,952,11708,23132,35792,77.6,77.20,78.01
24003,MD,Anne Arundel,1990,13772,37652,53414,79.16,78.90,79.42
24005,MD,Baltimore,1618,12835,32251,46704,72.14,71.85,72.45
24009,MD,Calvert,2048,16207,40783,59038,79.52,79.30,79.73
24011,MD,Caroline,1342,14622,30726,46690,79.25,78.80,79.68
24013,MD,Carroll,1908,15402,38298,55608,76.42,75.85,76.99
24015,MD,Cecil,1530,14784,33144,49458,79.28,78.94,79.62
24017,MD,Charles,2014,15486,39654,57154,77.01,76.58,77.42
24019,MD,Dorchester,1251,13303,28315,42869,78.63,78.25,79.03
24021,MD,Frederick,1834,15363,37371,54568,77.03,76.49,77.56
24023,MD,Garrett,1133,14514,28110,43757,80.42,80.11,80.73
24025,MD,Harford,1750,14375,35375,51500,78.86,78.35,79.38
24027,MD,Howard,2292,13619,41123,57034,79.54,79.22,79.87
24029,MD,Kent,1347,13938,30102,45387,82.98,82.70,83.26
24031,MD,Montgomery,2288,13017,40473,55778,79.02,78.49,79.57
24033,MD,Prince George's,1793,13256,34772,49821,81.48,81.31,81.64
24035,MD,Queen Anne's,1917,16020,39024,56961,81.48,81.31,81.64
24037,MD,St. Mary's,1726,15760,36472,53958,79.83,79.33,80.35
24039,MD,Somerset,1025,13593,25893,40511,78.83,78.41,79.26
24041,MD,Talbot,1597,13152,32316,47065,76.94,76.40,77.55
24043,MD,Washington,1327,13065,28989,43381,80.45,79.97,80.93
24045,MD,Wicomico,1286,13030,28462,42778,78.07,77.69,78.45
24047,MD,Worcester,1447,13584,30948,45979,77.03,76.60,77.45
24510,MD,Baltimore,1200,10023,24423,35646,79.32,78.87,79.78
25001,MA,Barnstable,1741,13740,34632,50113,80.75,80.47,81.03
25003,MA,Berkshire,1237,12537,27381,41155,80.12,79.78,80.47
25005,MA,Bristol,1458,12459,29955,43872,79.2,78.98,79.43
25007,MA,Dukes,2171,15474,41526,59171,82.05,81.47,82.64
25009,MA,Essex,1826,13240,35152,50218,80.51,80.28,80.73
25011,MA,Franklin,1328,13540,29476,44344,80.27,79.89,80.67
25013,MA,Hampden,1294,11883,27411,40588,78.85,78.59,79.09
25015,MA,Hampshire,1495,13033,30973,45501,80.76,80.44,81.10
25017,MA,Middlesex,2065,12661,37441,52167,81.63,81.47,81.79
25019,MA,Nantucket,2361,15611,43943,61915,81.6,80.71,82.50
25021,MA,Norfolk,2139,12990,38658,53787,81.38,81.18,81.59
25023,MA,Plymouth,1939,14452,37720,54111,79.63,79.39,79.89
25025,MA,Suffolk,1632,9026,28610,39268,79.89,79.64,80.14
25027,MA,Worcester,1554,13608,32256,47418,79.66,79.44,79.87
26001,MI,Alcona,902,12983,23807,37692,78.26,77.60,78.96
26003,MI,Alger,947,13619,24983,39549,79.49,78.79,80.16
26005,MI,Allegan,1131,14922,28494,44547,79.13,78.76,79.50
26007,MI,Alpena,869,12255,22683,35807,78.7,78.20,79.24
26009,MI,Antrim,1124,14262,27750,43136,80.13,79.59,80.68
26011,MI,Arenac,926,13162,24274,38362,77.24,76.59,77.82
26013,MI,Baraga,873,12481,22957,36311,78.01,77.20,78.75
26015,MI,Barry,1172,15248,29312,45732,79.35,78.87,79.81
26017,MI,Bay,1005,12917,24977,38899,78.37,77.97,78.75
26019,MI,Benzie,1079,14937,27885,43901,79.66,79.02,80.22
26021,MI,Berrien,1014,13347,25515,39876,77.66,77.30,78.01
26023,MI,Branch,945,13926,25266,40137,78.04,77.53,78.55
26025,MI,Calhoun,997,12866,24830,38693,77.04,76.68,77.43
26027,MI,Cass,1040,14615,27095,42750,78.49,77.99,78.94
26029,MI,Charlevoix,1166,14061,28053,43280,80.05,79.53,80.59
26031,MI,Cheboygan,937,13607,24851,39395,79.22,78.66,79.79
26033,MI,Chippewa,922,12868,23932,37722,79.57,79.06,80.07
26035,MI,Clare,839,12494,22562,35895,76.22,75.69,76.75
26037,MI,Clinton,1274,13913,29201,44388,80.62,80.20,81.05
26039,MI,Crawford,910,13729,24649,39288,77.96,77.29,78.62
26041,MI,Delta,933,13173,24369,38475,79.75,79.24,80.23
26043,MI,Dickinson,990,13330,25210,39530,79.73,79.19,80.28
26045,MI,Eaton,1154,13098,26946,41198,79.66,79.25,80.04
26047,MI,Emmet,1214,14051,28619,43884,80.05,79.57,80.57
26049,MI,Genesee,1045,12458,24998,38501,76.06,75.77,76.35
26051,MI,Gladwin,916,12979,23971,37866,77.62,77.01,78.17
26053,MI,Gogebic,784,12285,21693,34762,78.56,77.94,79.17
26055,MI,Grand Traverse,1195,13735,28075,43005,80.57,80.18,80.97
26057,MI,Gratiot,946,13401,24753,39100,78.45,77.97,78.92
26059,MI,Hillsdale,958,14049,25545,40552,78.33,77.80,78.84
26061,MI,Houghton,873,12469,22945,36287,79,78.51,79.54
26063,MI,Huron,936,14025,25257,40218,78.39,77.91,78.90
26065,MI,Ingham,1108,11775,25071,37954,78.69,78.37,79.03
26067,MI,Ionia,1066,14412,27204,42682,78.44,77.96,78.91
26069,MI,Iosco,816,12390,22182,35388,77.38,76.87,77.94
26071,MI,Iron,910,12631,23551,37092,79.24,78.65,79.85
26073,MI,Isabella,980,12709,24469,38158,79.06,78.60,79.52
26075,MI,Jackson,1054,13044,25692,39790,77.84,77.47,78.21
26077,MI,Kalamazoo,1083,12932,25928,39943,79.11,78.78,79.43
26079,MI,Kalkaska,906,14716,25588,41210,77.85,77.19,78.50
26081,MI,Kent,1146,13145,26897,41188,79.78,79.52,80.02
26083,MI,Keweenaw,939,14310,25578,40827,80.2,79.19,81.22
26085,MI,Lake,857,12810,23094,36761,76.82,76.12,77.47
26087,MI,Lapeer,1183,14651,28847,44681,78.64,78.22,79.07
26089,MI,Leelanau,1335,14929,30949,47213,83.1,82.62,83.61
26091,MI,Lenawee,1099,13874,27062,42035,78.69,78.30,79.08
26093,MI,Livingston,1484,14031,31839,47354,80.2,79.87,80.52
26095,MI,Luce,866,12408,22800,36074,78.65,77.81,79.49
26097,MI,Mackinac,938,12816,24072,37826,79.13,78.44,79.81
26099,MI,Macomb,1222,12436,27100,40758,78.44,78.22,78.64
26101,MI,Manistee,967,13285,24889,39141,78.87,78.33,79.38
26103,MI,Marquette,941,12948,24240,38129,79.31,78.88,79.72
26105,MI,Mason,1003,13378,25414,39795,78.73,78.16,79.27
26107,MI,Mecosta,965,13850,25430,40245,79.19,78.72,79.70
26109,MI,Menominee,851,13438,23650,37939,79.74,79.18,80.24
26111,MI,Midland,1134,13630,27238,42002,80.54,80.13,80.94
26113,MI,Missaukee,922,14681,25745,41348,78.49,77.83,79.14
26115,MI,Monroe,1196,14004,28356,43556,78.27,77.91,78.64
26117,MI,Montcalm,949,15149,26537,42635,77.78,77.33,78.24
26119,MI,Montmorency,884,12904,23512,37300,77.43,76.68,78.10
26121,MI,Muskegon,962,13116,24660,38738,77.65,77.29,78.01
26123,MI,Newaygo,994,14313,26241,41548,78.1,77.60,78.57
26125,MI,Oakland,1499,12332,30320,44151,79.98,79.80,80.16
26127,MI,Oceana,981,14276,26048,41305,78.86,78.27,79.40
26129,MI,Ogemaw,919,12821,23849,37589,76.67,76.07,77.24
26131,MI,Ontonagon,828,13000,22936,36764,78.4,77.74,79.13
26133,MI,Osceola,898,13520,24296,38714,78.21,77.63,78.78
26135,MI,Oscoda,856,12852,23124,36832,77.35,76.58,78.10
26137,MI,Otsego,987,14247,26091,41325,79.21,78.64,79.79
26139,MI,Ottawa,1187,14291,28535,44013,81.45,81.15,81.74
26141,MI,Presque Isle,884,13544,24152,38580,79.7,79.04,80.34
26143,MI,Roscommon,868,11987,22403,35258,77.13,76.56,77.71
26145,MI,Saginaw,1009,12779,24887,38675,77.66,77.29,78.01
26147,MI,St. Clair,1130,13690,27250,42070,77.75,77.38,78.09
26149,MI,St. Joseph,951,13835,25247,40033,77.23,76.74,77.73
26151,MI,Sanilac,948,14245,25621,40814,78.27,77.79,78.76
26153,MI,Schoolcraft,912,12980,23924,37816,78.61,77.91,79.29
26155,MI,Shiawassee,1032,13766,26150,40948,77.88,77.42,78.29
26157,MI,Tuscola,1002,14326,26350,41678,78.08,77.63,78.54
26159,MI,Van Buren,1051,14476,27088,42615,77.69,77.24,78.11
26161,MI,Washtenaw,1479,12809,30557,44845,81.09,80.81,81.37
26163,MI,Wayne,1119,11726,25154,37999,75.33,75.16,75.51
26165,MI,Wexford,955,13858,25318,40131,77.83,77.24,78.39
27001,MN,Aitkin,1125,13646,27146,41917,80.35,79.76,80.95
27003,MN,Anoka,1451,14147,31559,47157,81.18,80.89,81.48
27005,MN,Becker,1172,14537,28601,44310,79.01,78.49,79.55
27007,MN,Beltrami,1050,13942,26542,41534,78.41,77.84,78.95
27009,MN,Benton,1170,13712,27752,42634,79.49,78.93,80.07
27011,MN,Big Stone,922,14003,25067,39992,79.89,79.03,80.72
27013,MN,Blue Earth,1107,13648,26932,41687,81.02,80.55,81.46
27015,MN,Brown,1023,13989,26265,41277,81.26,80.72,81.80
27017,MN,Carlton,1172,13956,28020,43148,78.5,77.96,79.04
27019,MN,Carver,1787,14846,36290,52923,82.8,82.36,83.23
27021,MN,Cass,1110,14524,27844,43478,78.64,78.07,79.20
27023,MN,Chippewa,962,13862,25406,40230,80.65,79.99,81.28
27025,MN,Chisago,1465,15724,33304,50493,80.34,79.87,80.83
27027,MN,Clay,1157,13481,27365,42003,80.53,80.03,81.04
27029,MN,Clearwater,998,14464,26440,41902,78.35,77.52,79.18
27031,MN,Cook,1251,14379,29391,45021,82.03,81.11,82.94
27033,MN,Cottonwood,864,14492,24860,40216,81.25,80.59,81.91
27035,MN,Crow Wing,1153,13501,27337,41991,80.44,79.97,80.90
27037,MN,Dakota,1531,13798,32170,47499,81.9,81.64,82.14
27039,MN,Dodge,1304,15876,31524,48704,81.62,81.05,82.21
27041,MN,Douglas,1200,14200,28600,44000,81.56,81.03,82.02
27043,MN,Faribault,844,14027,24155,39026,80.59,80.02,81.17
27045,MN,Fillmore,1106,16211,29483,46800,81.16,80.65,81.68
27047,MN,Freeborn,948,13448,24824,39220,80.76,80.26,81.27
27049,MN,Goodhue,1297,14155,29719,45171,80.66,80.21,81.07
27051,MN,Grant,1001,14816,26828,42645,80.26,79.45,81.08
27053,MN,Hennepin,1499,12412,30400,44311,81,80.81,81.19
27055,MN,Houston,1191,14703,28995,44889,81.74,81.19,82.30
27057,MN,Hubbard,1160,14510,28430,44100,80.65,80.00,81.30
27059,MN,Isanti,1361,15676,32008,49045,80.38,79.83,80.91
27061,MN,Itasca,1084,14164,27172,42420,79.17,78.67,79.65
27063,MN,Jackson,928,14648,25784,41360,81.73,81.07,82.41
27065,MN,Kanabec,1187,14493,28737,44417,80.04,79.32,80.73
27067,MN,Kandiyohi,1136,14338,27970,43444,81.17,80.67,81.66
27069,MN,Kittson,909,14618,25526,41053,78.98,78.11,79.87
27071,MN,Koochiching,941,13283,24575,38799,79.3,78.64,79.96
27073,MN,Lac qui Parle,879,14371,24919,40169,81.29,80.60,81.99
27075,MN,Lake,1142,13654,27358,42154,80.02,79.34,80.67
27077,MN,Lake of the Woods,1026,15158,27470,43654,80.16,79.12,81.15
27079,MN,Le Sueur,1293,16009,31525,48827,81.46,80.92,81.98
27081,MN,Lincoln,966,15035,26627,42628,80.48,79.71,81.29
27083,MN,Lyon,1002,13320,25344,39666,80.75,80.18,81.33
27085,MN,McLeod,1174,14221,28309,43704,76.75,75.57,77.80
27087,MN,Mahnomen,913,14303,25259,40475,82.05,81.38,82.73
27089,MN,Marshall,945,15009,26349,42303,81.16,80.62,81.74
27091,MN,Martin,964,13800,25368,40132,81.3,80.80,81.80
27093,MN,Meeker,1182,14786,28970,44938,80.63,80.05,81.20
27095,MN,Mille Lacs,1141,15683,29375,46199,78.72,78.16,79.30
27097,MN,Morrison,1137,14546,28190,43873,80.28,79.76,80.81
27099,MN,Mower,999,13500,25488,39987,81.63,81.20,82.07
27101,MN,Murray,975,14970,26670,42615,81.53,80.85,82.24
27103,MN,Nicollet,1209,13946,28454,43609,81.99,81.47,82.51
27105,MN,Nobles,942,14434,25738,41114,81.35,80.85,81.88
27107,MN,Norman,929,14805,25953,41687,79.27,78.44,80.09
27109,MN,Olmsted,1337,13925,29969,45231,82.24,81.87,82.61
27111,MN,Otter Tail,1110,14263,27583,42956,80.45,79.97,80.90
27113,MN,Pennington,948,13572,24948,39468,79.73,79.01,80.44
27115,MN,Pine,1126,14308,27820,43254,79.3,78.70,79.87
27117,MN,Pipestone,902,13909,24733,39544,80.33,79.67,81.03
27119,MN,Polk,1039,14136,26604,41779,78.94,78.39,79.51
27121,MN,Pope,1125,14591,28091,43807,80.92,80.24,81.52
27123,MN,Ramsey,1292,12220,27724,41236,79.98,79.73,80.23
27125,MN,Red Lake,973,15567,27243,43783,79.29,78.10,80.48
27127,MN,Redwood,906,14341,25213,40460,80.04,79.42,80.65
27129,MN,Renville,987,14977,26821,42785,79.67,79.08,80.26
27131,MN,Rice,1280,13999,29359,44638,81.12,80.70,81.55
27133,MN,Rock,991,13968,25860,40819,79.89,79.17,80.60
27135,MN,Roseau,1089,14730,27798,43617,80.24,79.55,80.98
27137,MN,St. Louis,1062,12585,25329,38976,79.24,78.90,79.54
27139,MN,Scott,1766,14879,36071,52716,81.95,81.58,82.35
27141,MN,Sherburne,1470,15615,33255,50340,81.12,80.67,81.59
27143,MN,Sibley,1160,16383,30303,47846,80.88,80.21,81.48
27145,MN,Stearns,1173,13867,27943,42983,82.1,81.73,82.48
27147,MN,Steele,1220,13996,28636,43852,81.68,81.20,82.17
27149,MN,Stevens,988,14975,26831,42794,82.22,81.52,82.97
27151,MN,Swift,876,13959,24471,39306,81.13,80.40,81.85
27153,MN,Todd,1058,14626,27322,43006,80.71,80.10,81.28
27155,MN,Traverse,902,13992,24816,39710,81.04,80.16,81.88
27157,MN,Wabasha,1227,15545,30269,47041,81.65,81.08,82.21
27159,MN,Wadena,936,13647,24879,39462,78.83,78.12,79.56
27161,MN,Waseca,1115,14156,27536,42807,81.59,81.06,82.16
27163,MN,Washington,1669,14341,34369,50379,81.97,81.64,82.29
27165,MN,Watonwan,879,14330,24878,40087,80.84,80.19,81.51
27167,MN,Wilkin,933,14332,25528,40793,79.5,78.63,80.34
27169,MN,Winona,1064,13954,26722,41740,80.99,80.54,81.44
27171,MN,Wright,1478,15503,33239,50220,81.17,80.76,81.54
27173,MN,Yellow Medicine,940,14801,26081,41822,80.85,80.19,81.53
28001,MS,Adams,727,11451,20175,32353,74.09,73.51,74.74
28003,MS,Alcorn,863,12471,22827,36161,74.16,73.58,74.73
28005,MS,Amite,830,13510,23470,37810,76.19,75.42,76.90
28007,MS,Attala,763,12618,21774,35155,73.58,72.93,74.28
28009,MS,Benton,658,15290,23186,39134,74.64,73.71,75.58
28011,MS,Bolivar,812,11577,21321,33710,71.72,71.10,72.35
28013,MS,Calhoun,699,12732,21120,34551,74.73,73.99,75.55
28015,MS,Carroll,893,13222,23938,38053,76.49,75.68,77.31
28017,MS,Chickasaw,814,12809,22577,36200,75.35,74.61,76.05
28019,MS,Choctaw,740,13006,21886,35632,76.48,75.61,77.28
28021,MS,Claiborne,691,12911,21203,34805,73.11,72.25,73.99
28023,MS,Clarke,764,13527,22695,36986,75.04,74.31,75.78
28025,MS,Clay,844,12385,22513,35742,75.1,74.44,75.80
28027,MS,Coahoma,689,11039,19307,31035,71.14,70.43,71.79
28029,MS,Copiah,936,14261,25493,40690,74.47,73.81,75.11
28031,MS,Covington,891,13293,23985,38169,73.58,72.84,74.24
28033,MS,DeSoto,1200,13782,28182,43164,76.96,76.55,77.37
28035,MS,Forrest,927,12559,23683,37169,74.73,74.24,75.21
28037,MS,Franklin,934,13302,24510,38746,74.86,73.88,75.74
28039,MS,George,994,14890,26818,42702,73.18,72.48,73.82
28041,MS,Greene,984,13780,25588,40352,75.1,74.27,75.88
28043,MS,Grenada,849,12981,23169,36999,72.67,71.95,73.32
28045,MS,Hancock,995,13413,25353,39761,76.3,75.73,76.83
28047,MS,Harrison,1061,12345,25077,38483,74.99,74.62,75.34
28049,MS,Hinds,971,12453,24105,37529,75.4,75.02,75.78
28051,MS,Holmes,753,11370,20406,32529,71.01,70.23,71.80
28053,MS,Humphreys,679,11411,19559,31649,71.9,70.95,72.88
28055,MS,Issaquena,428,11563,16699,28690,75.74,74.31,77.17
28057,MS,Itawamba,879,14393,24941,40213,74.65,74.02,75.30
28059,MS,Jackson,1117,13270,26674,41061,75.69,75.28,76.09
28061,MS,Jasper,877,13652,24176,38705,74.89,74.15,75.63
28063,MS,Jefferson,619,11182,18610,30411,73.35,72.44,74.33
28065,MS,Jefferson Davis,776,12460,21772,35008,73.59,72.76,74.41
28067,MS,Jones,835,12802,22822,36459,74.95,74.44,75.45
28069,MS,Kemper,729,13849,22597,37175,76.61,75.78,77.50
28071,MS,Lafayette,1061,13471,26203,40735,76.82,76.30,77.37
28073,MS,Lamar,1153,13439,27275,41867,77.9,77.35,78.44
28075,MS,Lauderdale,937,12110,23354,36401,74.89,74.38,75.39
28077,MS,Lawrence,861,13542,23874,38277,73.88,73.14,74.68
28079,MS,Leake,847,13200,23364,37411,72.83,72.14,73.55
28081,MS,Lee,986,13284,25116,39386,74.65,74.14,75.12
28083,MS,Leflore,735,10915,19735,31385,72.73,72.11,73.33
28085,MS,Lincoln,932,12800,23984,37716,74.53,73.95,75.15
28087,MS,Lowndes,914,12817,23785,37516,76.06,75.56,76.57
28089,MS,Madison,1301,13520,29132,43953,73.8,73.36,74.26
28091,MS,Marion,883,12650,23246,36779,72.65,72.01,73.27
28093,MS,Marshall,866,14547,24939,40352,73.4,72.77,74.02
28095,MS,Monroe,830,12780,22740,36350,75.67,75.11,76.25
28097,MS,Montgomery,889,12323,22991,36203,73.74,72.94,74.57
28099,MS,Neshoba,858,13578,23874,38310,73.06,72.38,73.75
28101,MS,Newton,767,13357,22561,36685,74.31,73.62,74.98
28103,MS,Noxubee,698,12314,20690,33702,74.97,74.11,75.81
28105,MS,Oktibbeha,963,11558,23114,35635,77.93,77.38,78.48
28107,MS,Panola,885,13200,23820,37905,72.7,72.08,73.38
28109,MS,Pearl River,983,13587,25383,39953,74.9,74.40,75.43
28111,MS,Perry,850,14673,24873,40396,74.32,73.46,75.15
28113,MS,Pike,841,12003,22095,34939,73.42,72.86,74.02
28115,MS,Pontotoc,848,13996,24172,39016,76.97,76.40,77.59
28117,MS,Prentiss,758,12565,21661,34984,75.92,75.30,76.55
28119,MS,Quitman,698,11529,19905,32132,71.48,70.45,72.50
28121,MS,Rankin,1128,13611,27147,41886,78.4,77.97,78.77
28123,MS,Scott,797,13131,22695,36623,74.16,73.50,74.82
28125,MS,Sharkey,964,11823,23391,36178,72.88,71.75,73.94
28127,MS,Simpson,823,14180,24056,39059,74.32,73.70,74.97
28129,MS,Smith,1023,13622,25898,40543,75.03,74.30,75.75
28131,MS,Stone,1045,15071,27611,43727,73.98,73.30,74.69
28133,MS,Sunflower,748,11361,20337,32446,71.61,70.96,72.25
28135,MS,Tallahatchie,714,11579,20147,32440,74.02,73.21,74.86
28137,MS,Tate,958,14570,26066,41594,74.89,74.29,75.56
28139,MS,Tippah,726,13078,21790,35594,74.03,73.36,74.66
28141,MS,Tishomingo,731,13019,21791,35541,73.69,72.96,74.38
28143,MS,Tunica,742,13461,22365,36568,70.93,70.01,71.83
28145,MS,Union,852,12812,23036,36700,76.15,75.54,76.79
28147,MS,Walthall,1007,13049,25133,39189,74.59,73.90,75.38
28149,MS,Warren,942,12359,23663,36964,74.3,73.77,74.83
28151,MS,Washington,842,11290,21394,33526,71.81,71.25,72.39
28153,MS,Wayne,696,13480,21832,36008,74.58,73.91,75.23
28155,MS,Webster,799,12931,22519,36249,73.01,72.16,73.86
28157,MS,Wilkinson,776,12593,21905,35274,72.38,71.48,73.20
28159,MS,Winston,869,12726,23154,36749,75.08,74.36,75.78
28161,MS,Yalobusha,827,12748,22672,36247,73.35,72.55,74.19
28163,MS,Yazoo,750,13526,22526,36802,73.51,72.85,74.21
29001,MO,Adair,838,11919,21975,34732,77.97,77.40,78.53
29003,MO,Andrew,1082,14663,27647,43392,78.74,78.09,79.35
29005,MO,Atchison,824,14338,24226,39388,78.39,77.51,79.22
29007,MO,Audrain,897,13622,24386,38905,77.47,76.89,78.07
29009,MO,Barry,864,13618,23986,38468,76.95,76.39,77.49
29011,MO,Barton,853,13371,23607,37831,77.97,77.18,78.70
29013,MO,Bates,944,14865,26193,42002,76.84,76.22,77.53
29015,MO,Benton,885,12354,22974,36213,76.58,75.93,77.22
29017,MO,Bollinger,867,15023,25427,41317,76.52,75.76,77.25
29019,MO,Boone,1103,12820,26056,39979,79.82,79.47,80.20
29021,MO,Buchanan,964,12488,24056,37508,76.56,76.15,76.96
29023,MO,Butler,829,12434,22382,35645,74.24,73.71,74.77
29025,MO,Caldwell,958,14959,26455,42372,77.47,76.69,78.21
29027,MO,Callaway,938,14258,25514,40710,77.89,77.35,78.44
29029,MO,Camden,1023,13811,26087,40921,78.79,78.29,79.28
29031,MO,Cape Girardeau,956,13128,24600,38684,78.57,78.10,79.02
29033,MO,Carroll,859,14312,24620,39791,77.36,76.58,78.11
29035,MO,Carter,836,13333,23365,37534,73.92,72.96,74.82
29037,MO,Cass,1295,14364,29904,45563,78.41,78.00,78.79
29039,MO,Cedar,828,12655,22591,36074,76.71,76.01,77.42
29041,MO,Chariton,810,14428,24148,39386,78.69,77.91,79.48
29043,MO,Christian,1082,13688,26672,41442,79.26,78.80,79.68
29045,MO,Clark,853,14245,24481,39579,77.3,76.50,78.11
29047,MO,Clay,1244,13284,28212,42740,79.12,78.78,79.45
29049,MO,Clinton,1122,14805,28269,44196,76.44,75.84,77.08
29051,MO,Cole,1020,13237,25477,39734,78.64,78.21,79.09
29053,MO,Cooper,916,14033,25025,39974,77.93,77.24,78.58
29055,MO,Crawford,809,13175,22883,36867,76.01,75.41,76.60
29057,MO,Dade,835,13585,23605,38025,76.96,76.22,77.81
29059,MO,Dallas,794,14394,23922,39110,76.95,76.28,77.62
29061,MO,Daviess,948,14637,26013,41598,77.54,76.77,78.31
29063,MO,DeKalb,874,13832,24320,39026,78.55,77.86,79.28
29065,MO,Dent,775,13124,22424,36323,76,75.35,76.69
29067,MO,Douglas,747,13301,22265,36313,77.57,76.81,78.28
29069,MO,Dunklin,723,11823,20499,33045,72.62,72.05,73.17
29071,MO,Franklin,1095,14337,27477,42909,77.44,77.02,77.87
29073,MO,Gasconade,929,14002,25150,40081,77.55,76.87,78.19
29075,MO,Gentry,862,13947,24291,39100,78.35,77.58,79.11
29077,MO,Greene,934,12078,23286,36298,78.13,77.80,78.45
29079,MO,Grundy,828,13147,23083,37058,77.67,76.97,78.38
29081,MO,Harrison,819,13385,23213,37417,78.48,77.78,79.22
29083,MO,Henry,892,13337,24041,38270,76.35,75.76,76.94
29085,MO,Hickory,822,12420,22284,35526,77.25,76.48,78.01
29087,MO,Holt,861,14040,24372,39273,79.17,78.26,80.08
29089,MO,Howard,925,14075,25175,40175,78.61,77.87,79.34
29091,MO,Howell,811,12438,22170,35419,75.78,75.22,76.33
29093,MO,Iron,777,12969,22293,36039,72.72,71.99,73.52
29095,MO,Jackson,1117,12367,25771,39255,77.19,76.94,77.46
29097,MO,Jasper,907,13105,23989,38001,76.09,75.67,76.51
29099,MO,Jefferson,1188,13985,28241,43414,76.65,76.31,76.99
29101,MO,Johnson,994,13735,25663,40392,78.26,77.77,78.76
29103,MO,Knox,832,13486,23470,37788,77.44,76.53,78.37
29105,MO,Laclede,853,13140,23376,37369,76.29,75.73,76.83
29107,MO,Lafayette,966,14663,26255,41884,77.46,76.94,77.98
29109,MO,Lawrence,903,13816,24652,39371,76.84,76.29,77.40
29111,MO,Lewis,780,14330,23690,38800,77.49,76.75,78.23
29113,MO,Lincoln,1131,14547,28119,43797,77.32,76.82,77.86
29115,MO,Linn,819,13153,22981,36953,76.94,76.25,77.65
29117,MO,Livingston,882,13250,23834,37966,77.92,77.29,78.54
29119,MO,McDonald,798,14786,24362,39946,77.49,76.87,78.16
29121,MO,Macon,813,13281,23037,37131,74.89,74.14,75.67
29123,MO,Madison,811,13155,22887,36853,77.46,76.72,78.25
29125,MO,Maries,846,13331,23483,37660,77.03,76.52,77.58
29127,MO,Marion,848,13071,23247,37166,74.75,74.09,75.45
29129,MO,Mercer,762,14871,24015,39648,78.92,77.95,79.92
29131,MO,Miller,806,13664,23336,37806,76.61,75.99,77.25
29133,MO,Mississippi,716,11568,20160,32444,73.66,72.96,74.37
29135,MO,Moniteau,920,14604,25644,41168,78.16,77.47,78.86
29137,MO,Monroe,845,14112,24252,39209,78.35,77.52,79.16
29139,MO,Montgomery,923,13347,24423,38693,76.81,76.07,77.48
29141,MO,Morgan,864,12911,23279,37054,76.01,75.36,76.63
29143,MO,New Madrid,718,12611,21227,34556,73.8,73.13,74.49
29145,MO,Newton,929,13907,25055,39891,77.17,76.68,77.65
29147,MO,Nodaway,899,12480,23268,36647,79.88,79.30,80.47
29149,MO,Oregon,677,13061,21185,34923,76.08,75.36,76.82
